cascade no, generation no, line no
3803,2,24
3804,1,153
3805,1,24
3805,2,24
3805,3,24
3805,3,24
3805,3,24
3805,4,24
3805,5,24
3805,5,24
3805,6,140
3805,7,54
3806,1,128
3807,1,131
3808,1,128
3808,2,144
3809,1,4
3810,1,478
3810,1,487
3810,2,478
3810,2,487
3810,3,101
3810,4,375
3810,4,142
3810,5,24
3810,6,24
3810,7,142
3810,7,375
3810,8,154
3810,8,255
3810,9,142
3811,1,65
3811,2,126
3811,3,126
3812,1,135
3813,1,338
3814,1,92
3814,2,241
3815,1,67
3816,1,42
3817,1,446
3818,1,154
3819,1,337
3820,1,337
3821,1,29
3822,1,42
3823,1,237
3824,1,153
3825,1,95
3826,1,347
3827,1,223
3828,1,17
3829,1,338
3830,1,128
3830,2,162
3831,1,42
3832,1,274
3833,1,42
3834,1,92
3835,1,42
3836,1,42
3837,1,141
3838,1,516
3838,1,526
3839,1,32
3840,1,338
3841,1,297
3842,1,29
3843,1,85
3843,2,85
3843,3,85
3843,4,85
3844,1,37
3845,1,51
3845,1,140
3846,1,314
3846,1,2
3846,1,8
3847,1,192
3847,2,8
3848,1,152
3849,1,192
3850,1,303
3850,1,304
3851,1,332
3851,1,344
3851,1,502
3852,1,41
3853,1,347
3854,1,240
3855,1,92
3856,1,425
3856,1,8
3856,1,8
3856,1,2
3857,1,312
3858,1,82
3859,1,212
3860,1,234
3861,1,338
3862,1,245
3863,1,42
3864,1,24
3865,1,85
3866,1,347
3867,1,20
3868,1,85
3869,1,92
3870,1,85
3871,1,85
3871,2,92
3872,1,531
3872,2,42
3873,1,92
3874,1,2
3875,1,120
3876,1,288
3877,1,288
3878,1,148
3879,1,40
3880,1,148
3881,1,67
3882,1,365
3883,1,42
3884,1,42
3885,1,180
3886,1,215
3887,1,92
3888,1,368
3889,1,411
3890,1,153
3891,1,42
3892,1,101
3893,1,347
3894,1,41
3895,1,439
3895,2,439
3895,3,314
3895,3,2
3896,1,245
3897,1,135
3898,1,24
3899,1,101
3900,1,475
3900,1,474
3901,1,92
3902,1,104
3902,2,104
3903,1,104
3903,2,104
3904,1,470
3905,1,92
3905,2,62
3906,1,316
3907,1,92
3908,1,29
3909,1,192
3910,1,101
3911,1,92
3912,1,202
3913,1,142
3914,1,236
3915,1,197
3916,1,236
3917,1,236
3918,1,215
3919,1,117
3920,1,78
3920,1,255
3920,1,179
3921,1,327
3922,1,104
3923,1,104
3924,1,2
3924,1,2
3925,1,34
3926,1,106
3927,1,411
3928,1,2
3929,1,532
3930,1,316
3931,1,234
3931,1,234
3932,1,472
3933,1,81
3933,1,472
3933,1,285
3933,1,311
3933,1,473
3934,1,17
3934,2,17
3935,1,476
3936,1,162
3936,1,187
3937,1,73
3938,1,19
3939,1,86
3940,1,93
3940,1,435
3941,1,446
3941,2,473
3942,1,46
3942,1,47
3942,1,10
3942,2,10
3942,3,10
3942,4,10
3942,5,10
3943,1,10
3943,2,83
3943,3,83
3943,4,13
3943,5,10
3944,1,84
3945,1,26
3945,2,26
3945,3,62
3945,4,26
3945,5,61
3945,6,316
3945,7,73
3945,8,334
3945,9,2
3945,9,314
3945,9,212
3945,10,314
3945,11,502
3946,1,2
3947,1,494
3947,1,316
3947,2,7
3947,3,7
3948,1,494
3948,2,498
3948,3,498
3948,4,62
3949,1,533
3949,2,533
3950,1,92
3951,1,35
3951,1,35
3952,1,208
3953,1,13
3953,2,83
3953,3,337
3953,4,435
3953,5,75
3953,6,83
3953,7,76
3953,8,83
3953,9,83
3953,9,83
3953,10,61
3953,11,13
3953,12,61
3953,13,61
3953,14,17
3953,15,17
3954,1,85
3954,2,85
3955,1,422
3956,1,111
3957,1,92
3958,1,241
3959,1,4
3960,1,19
3961,1,97
3962,1,87
3963,1,5
3964,1,30
3965,1,68
3966,1,446
3967,1,104
3967,2,104
3968,1,135
3968,2,368
3968,3,2
3969,1,223
3970,1,446
3971,1,35
3972,1,502
3973,1,444
3974,1,63
3975,1,337
3975,2,32
3976,1,446
3976,2,318
3976,2,138
3977,1,271
3978,1,35
3979,1,502
3979,1,502
3980,1,502
3980,2,502
3981,1,243
3982,1,2
3983,1,502
3984,1,502
3985,1,502
3985,2,502
3986,1,49
3987,1,24
3988,1,234
3988,1,234
3989,1,272
3990,1,527
3991,1,18
3992,1,13
3993,1,252
3994,1,17
3994,2,17
3994,3,83
3994,4,17
3994,5,68
3995,1,208
3996,1,24
3997,1,351
3998,1,12
3999,1,307
4000,1,198
4001,1,345
4001,2,62
4002,1,20
4003,1,2
4004,1,54
4004,1,54
4005,1,8
4005,2,17
4005,3,83
4005,4,83
4005,5,411
4005,6,17
4005,7,187
4005,8,73
4005,9,76
4005,10,17
4005,11,73
4005,12,73
4005,13,76
4005,13,85
4005,14,31
4005,15,76
4005,16,17
4005,17,254
4005,17,83
4005,18,76
4005,19,17
4005,20,76
4005,21,17
4005,22,83
4005,23,17
4005,24,83
4005,25,435
4005,26,76
4005,27,75
4005,27,26
4005,28,34
4005,29,61
4005,29,75
4005,29,61
4005,30,345
4005,30,414
4005,31,85
4005,32,85
4005,33,83
4005,33,26
4005,34,83
4005,35,83
4005,36,12
4005,36,83
4005,37,170
4005,38,12
4005,39,193
4005,40,83
4005,41,85
4005,42,54
4005,43,26
4005,43,137
4005,44,83
4005,44,73
4005,44,85
4005,44,52
4005,45,84
4005,46,435
4005,47,307
4005,48,62
4005,48,62
4005,49,317
4005,50,411
4005,50,1
4005,51,26
4005,52,138
4005,53,208
4005,54,463
4005,55,334
4005,56,85
4005,56,62
4005,57,189
4005,58,26
4005,58,455
4005,58,412
4005,59,98
4005,60,61
4005,61,220
4005,61,81
4005,61,412
4005,62,472
4005,63,189
4005,64,103
4005,64,202
4005,64,136
4005,64,529
4005,65,529
4005,65,136
4005,65,136
4005,65,529
4005,65,202
4005,66,61
4005,66,75
4005,67,49
4005,67,234
4005,68,49
4005,68,234
4005,69,349
4005,70,201
4005,70,27
4005,71,208
4005,72,234
4005,72,49
4005,73,103
4005,74,32
4005,75,254
4005,76,63
4005,77,179
4005,78,349
4005,78,234
4005,78,49
4005,79,179
4005,80,534
4005,81,307
4005,82,195
4005,83,180
4005,84,7
4005,85,197
4005,86,181
4005,87,130
4005,88,345
4005,89,208
4005,90,179
4005,91,189
4005,92,490
4005,93,7
4005,93,253
4005,94,7
4005,95,337
4005,96,198
4005,97,446
4005,98,461
4005,98,475
4005,98,474
4005,98,322
4005,98,306
4005,99,437
4005,100,129
4005,101,39
4005,102,235
4005,103,184
4005,104,446
4005,105,274
4005,106,42
4005,107,42
4005,108,41
4005,109,134
4006,1,200
4007,1,179
4008,1,189
4009,1,508
4010,1,24
4010,2,200
4011,1,421
4012,1,17
4013,1,200
4014,1,200
4015,1,245
4016,1,425
4016,1,8
4017,1,31
4018,1,13
4019,1,92
4020,1,314
4020,1,425
4020,1,2
4020,1,8
4021,1,92
4022,1,81
4023,1,8
4023,1,425
4023,1,29
4024,1,2
4025,1,241
4026,1,256
4027,1,17
4028,1,270
4029,1,17
4030,1,199
4031,1,37
4032,1,241
4033,1,441
4034,1,104
4035,1,92
4036,1,32
4037,1,240
4038,1,24
4039,1,80
4040,1,52
4041,1,198
4041,2,449
4042,1,307
4042,2,173
4042,2,290
4042,2,420
4042,3,334
4042,4,32
4042,5,345
4043,1,492
4044,1,254
4044,1,254
4044,1,254
4045,1,296
4046,1,322
4046,1,437
4046,2,193
4046,3,193
4046,4,193
4046,5,274
4046,6,274
4046,7,274
4046,8,274
4046,9,274
4046,10,193
4046,11,193
4047,1,193
4048,1,37
4049,1,288
4050,1,225
4051,1,62
4052,1,446
4053,1,274
4054,1,33
4055,1,73
4055,2,73
4055,2,73
4055,2,84
4056,1,5
4057,1,95
4057,2,476
4058,1,470
4059,1,241
4060,1,194
4060,2,8
4060,2,425
4061,1,2
4062,1,2
4063,1,120
4064,1,384
4065,1,122
4065,2,122
4066,1,65
4067,1,2
4068,1,296
4069,1,243
4070,1,462
4070,1,535
4070,1,463
4070,1,445
4071,1,92
4072,1,425
4073,1,225
4074,1,92
4075,1,301
4076,1,301
4076,1,8
4077,1,126
4078,1,314
4078,1,2
4079,1,103
4080,1,26
4081,1,29
4082,1,81
4083,1,7
4084,1,307
4085,1,101
4085,2,19
4085,3,279
4086,1,234
4086,2,234
4087,1,234
4087,2,234
4087,3,234
4087,4,234
4087,4,234
4087,5,234
4087,6,234
4087,7,234
4087,7,234
4088,1,234
4089,1,527
4090,1,37
4091,1,471
4092,1,82
4093,1,240
4093,1,141
4094,1,45
4094,1,267
4095,1,215
4095,1,413
4095,1,357
4095,1,67
4095,1,367
4095,1,244
4095,1,119
4095,1,218
4095,2,267
4096,1,311
4097,1,10
4098,1,72
4098,2,351
4098,2,268
4098,3,351
4098,3,268
4098,4,351
4098,4,268
4098,5,351
4098,5,268
4098,6,268
4098,6,351
4098,7,120
4098,7,138
4098,8,85
4099,1,72
4100,1,72
4101,1,24
4102,1,24
4103,1,101
4104,1,2
4105,1,37
4106,1,180
4107,1,200
4108,1,468
4109,1,8
4110,1,527
4111,1,63
4112,1,5
4113,1,446
4114,1,101
4115,1,336
4116,1,124
4116,2,103
4117,1,442
4118,1,97
4119,1,523
4120,1,41
4121,1,257
4122,1,17
4123,1,92
4124,1,43
4124,1,359
4124,1,109
4125,1,200
4126,1,8
4127,1,158
4128,1,101
4129,1,368
4130,1,101
4131,1,2
4131,1,8
4131,2,8
4131,2,425
4132,1,2
4132,1,8
4133,1,2
4133,1,8
4133,2,2
4133,3,8
4134,1,450
4134,2,450
4134,3,450
4134,4,450
4135,1,296
4136,1,359
4136,1,43
4136,1,109
4137,1,390
4137,2,95
4138,1,472
4139,1,5
4140,1,325
4141,1,172
4142,1,517
4143,1,24
4144,1,415
4145,1,8
4146,1,37
4146,2,37
4147,1,17
4147,2,17
4148,1,8
4148,2,73
4148,2,17
4148,2,85
4148,2,83
4149,1,408
4149,1,46
4149,2,408
4149,3,111
4150,1,41
4151,1,42
4151,2,41
4152,1,40
4153,1,162
4154,1,2
4155,1,494
4155,1,180
4155,1,338
4156,1,56
4157,1,37
4158,1,357
4159,1,92
4159,2,60
4160,1,285
4161,1,200
4161,1,343
4162,1,2
4163,1,2
4164,1,138
4165,1,26
4166,1,462
4166,1,189
4166,1,376
4166,1,377
4167,1,26
4168,1,101
4169,1,26
4170,1,76
4171,1,8
4172,1,150
4173,1,100
4174,1,226
4175,1,324
4175,1,24
4176,1,356
4177,1,37
4178,1,312
4178,1,314
4179,1,460
4179,2,460
4180,1,7
4181,1,200
4181,2,280
4181,2,29
4182,1,24
4182,2,232
4183,1,19
4184,1,65
4185,1,8
4186,1,128
4187,1,128
4188,1,51
4189,1,198
4190,1,101
4191,1,460
4191,2,536
4192,1,140
4192,1,65
4193,1,2
4194,1,341
4195,1,200
4196,1,158
4196,2,145
4196,2,158
4197,1,238
4198,1,347
4199,1,524
4199,1,271
4200,1,40
4201,1,314
4201,1,2
4202,1,148
4203,1,438
4203,1,250
4203,1,314
4203,1,2
4204,1,434
4204,2,126
4204,3,37
4205,1,4
4205,1,20
4206,1,60
4207,1,92
4208,1,24
4209,1,101
4210,1,141
4210,2,352
4211,1,94
4211,2,5
4212,1,94
4213,1,127
4214,1,107
4215,1,415
4216,1,298
4217,1,192
4218,1,189
4219,1,29
4219,1,297
4220,1,101
4221,1,172
4221,2,161
4221,3,161
4222,1,420
4222,1,109
4222,2,420
4222,3,220
4222,4,235
4223,1,56
4223,2,51
4224,1,228
4224,2,119
4224,3,507
4224,4,487
4225,1,237
4225,1,368
4225,2,144
4225,3,166
4226,1,336
4226,2,446
4226,3,446
4227,1,116
4227,2,4
4228,1,337
4228,2,154
4228,2,255
4229,1,2
4230,1,92
4231,1,392
4231,1,393
4232,1,384
4233,1,26
4234,1,156
4235,1,94
4236,1,116
4237,1,116
4238,1,134
4239,1,142
4240,1,246
4241,1,537
4241,1,160
4242,1,433
4242,1,423
4243,1,49
4244,1,390
4245,1,503
4245,1,504
4245,1,505
4246,1,60
4247,1,41
4247,1,42
4247,2,530
4248,1,135
4248,2,4
4249,1,124
4250,1,41
4251,1,24
4252,1,2
4253,1,295
4253,1,269
4253,1,2
4253,1,8
4254,1,8
4254,1,425
4255,1,189
4255,1,5
4256,1,231
4257,1,337
4258,1,8
4259,1,117
4260,1,187
4261,1,92
4262,1,368
4263,1,255
4263,1,154
4263,1,107
4263,1,179
4263,1,78
4263,2,179
4263,3,368
4263,3,237
4263,4,459
4263,4,166
4263,4,446
4263,5,166
4263,5,446
4263,5,459
4263,6,166
4263,6,446
4263,6,459
4263,6,166
4263,6,166
4264,1,5
4265,1,2
4266,1,37
4267,1,92
4268,1,42
4269,1,245
4270,1,92
4271,1,538
4272,1,92
4272,2,259
4272,2,259
4272,3,92
4272,4,92
4273,1,19
4273,1,272
4274,1,538
4274,2,538
4275,1,538
4276,1,314
4276,1,2
4277,1,361
4277,2,361
4278,1,101
4278,2,101
4278,3,101
4278,4,101
4279,1,447
4279,1,448
4279,2,56
4279,2,56
4279,3,39
4279,4,218
4279,4,67
4279,5,205
4279,6,360
4279,7,50
4280,1,140
4280,2,50
4280,3,238
4280,3,50
4281,1,228
4282,1,228
4283,1,67
4283,2,360
4283,3,179
4284,1,101
4284,2,298
4285,1,87
4286,1,284
4286,1,300
4287,1,126
4288,1,200
4289,1,507
4289,2,507
4289,3,413
4289,4,228
4290,1,243
4290,1,242
4290,2,342
4290,2,328
4290,2,43
4290,2,64
4290,2,122
4290,2,187
4290,2,109
4290,2,44
4290,2,359
4290,2,113
4291,1,222
4291,2,359
4291,2,328
4291,2,240
4292,1,284
4292,2,368
4292,3,446
4293,1,42
4294,1,2
4295,1,82
4296,1,5
4297,1,92
4297,2,63
4298,1,219
4299,1,2
4300,1,103
4301,1,324
4301,1,538
4302,1,300
4303,1,128
4303,2,538
4304,1,539
4305,1,29
4306,1,92
4307,1,191
4308,1,164
4309,1,258
4310,1,461
4310,1,475
4310,1,474
4311,1,8
4312,1,116
4313,1,116
4314,1,101
4315,1,199
4316,1,241
4317,1,211
4317,1,205
4317,2,37
4318,1,42
4319,1,103
4319,2,41
4320,1,42
4321,1,41
4322,1,92
4323,1,314
4323,1,2
4324,1,274
4324,2,533
4325,1,80
4326,1,533
4327,1,120
4328,1,87
4329,1,41
4330,1,47
4331,1,131
4332,1,92
4333,1,528
4334,1,202
4335,1,494
4336,1,120
4336,2,120
4336,3,120
4336,4,120
4337,1,241
4338,1,201
4339,1,540
4340,1,337
4340,1,358
4341,1,63
4342,1,12
4343,1,92
4344,1,101
4345,1,199
4346,1,541
4347,1,312
4347,1,542
4347,2,202
4347,3,202
4348,1,542
4348,1,6
4348,2,202
4348,3,172
4349,1,51
4349,1,51
4350,1,540
4351,1,232
4352,1,154
4352,2,232
4352,3,140
4353,1,56
4353,2,446
4353,3,94
4353,4,238
4354,1,494
4355,1,154
4356,1,131
4357,1,42
4358,1,360
4359,1,94
4360,1,187
4361,1,60
4362,1,450
4363,1,42
4363,1,41
4364,1,181
4365,1,386
4366,1,42
4367,1,533
4368,1,241
4369,1,347
4370,1,533
4371,1,314
4371,1,2
4372,1,69
4373,1,187
4374,1,487
4375,1,366
4376,1,255
4376,1,78
4376,1,179
4377,1,109
4377,1,43
4377,1,359
4378,1,104
4379,1,101
4380,1,8
4380,2,296
4380,3,338
4381,1,239
4382,1,461
4383,1,36
4384,1,138
4385,1,131
4386,1,17
4387,1,37
4388,1,513
4389,1,532
4390,1,274
4391,1,334
4392,1,68
4392,1,52
4393,1,195
4394,1,18
4395,1,543
4396,1,83
4397,1,102
4398,1,124
4399,1,94
4400,1,130
4401,1,106
4402,1,395
4403,1,238
4403,2,238
4404,1,116
4405,1,29
4406,1,64
4407,1,92
4408,1,532
4409,1,270
4410,1,45
4411,1,86
4411,2,86
4412,1,272
4413,1,17
4414,1,540
4415,1,164
4416,1,2
4416,1,8
4417,1,416
4418,1,423
4419,1,272
4420,1,8
4421,1,163
4422,1,336
4423,1,336
4424,1,157
4425,1,101
4426,1,104
4427,1,104
4427,2,104
4428,1,104
4429,1,104
4429,2,104
4430,1,104
4431,1,50
4432,1,17
4432,2,35
4432,3,268
4433,1,254
4433,2,254
4433,3,13
4433,4,73
4433,5,83
4433,6,76
4433,7,76
4434,1,174
4434,1,444
4434,1,144
4435,1,41
4435,1,42
4436,1,124
4437,1,272
4438,1,291
4439,1,272
4440,1,272
4441,1,201
4441,2,170
4442,1,60
4443,1,170
4444,1,125
4445,1,60
4446,1,136
4447,1,352
4448,1,126
4449,1,102
4450,1,2
4450,1,8
4451,1,29
4451,2,5
4452,1,425
4452,1,314
4453,1,414
4453,1,345
4453,1,414
4454,1,13
4454,2,17
4454,3,17
4454,4,76
4454,5,76
4454,6,76
4455,1,95
4456,1,83
4456,2,17
4456,3,83
4456,4,73
4456,5,83
4456,6,83
4456,7,75
4456,7,76
4456,8,76
4456,9,76
4456,10,83
4456,11,76
4456,12,26
4456,13,12
4456,14,13
4456,14,254
4456,15,61
4456,16,254
4456,17,13
4456,18,31
4456,18,416
4456,18,114
4456,19,74
4456,20,83
4456,21,435
4456,22,13
4456,23,331
4456,24,83
4456,25,84
4456,25,75
4456,25,53
4456,26,83
4456,27,83
4456,28,35
4456,29,83
4456,30,83
4456,31,83
4456,32,83
4456,32,83
4456,33,83
4456,34,83
4456,35,151
4456,35,74
4456,35,73
4456,36,56
4456,37,56
4456,37,56
4456,38,56
4456,39,83
4456,39,83
4456,39,73
4456,39,85
4456,40,73
4456,40,85
4456,41,83
4456,41,73
4456,42,73
4456,43,74
4456,44,73
4456,45,83
4456,46,83
4456,47,83
4456,47,73
4456,48,26
4456,49,83
4456,50,73
4457,1,93
4457,2,184
4457,2,468
4457,2,208
4457,2,307
4457,2,471
4457,2,208
4457,3,151
4457,4,126
4457,5,49
4457,5,83
4457,5,73
4457,6,72
4457,7,146
4457,7,121
4457,8,45
4457,9,85
4457,10,85
4457,10,83
4457,11,83
4457,11,83
4457,11,73
4457,12,544
4457,12,85
4457,12,73
4457,13,83
4457,13,73
4457,14,83
4457,14,73
4457,14,83
4458,1,137
4459,1,80
4460,1,73
4460,1,53
4460,1,84
4461,1,73
4462,1,26
4462,1,13
4463,1,64
4464,1,223
4464,1,156
4464,1,222
4465,1,2
4465,1,314
4466,1,291
4467,1,8
4468,1,245
4469,1,208
4470,1,285
4471,1,148
4472,1,78
4473,1,104
4474,1,104
4474,2,104
4475,1,75
4475,2,104
4476,1,103
4477,1,19
4478,1,127
4478,2,19
4478,3,19
4478,4,19
4478,5,193
4478,6,193
4478,7,127
4478,8,127
4479,1,187
4479,2,187
4480,1,233
4481,1,361
4481,1,19
4482,1,8
4483,1,103
4483,2,17
4484,1,69
4484,1,69
4485,1,153
4485,2,72
4486,1,516
4487,1,83
4488,1,1
4489,1,411
4490,1,17
4491,1,83
4492,1,411
4492,2,10
4492,3,411
4492,4,68
4493,1,37
4494,1,532
4495,1,59
4496,1,8
4497,1,259
4498,1,72
4499,1,274
4500,1,274
4501,1,275
4501,2,275
4501,2,187
4501,3,275
4502,1,460
4502,2,460
4502,3,460
4502,4,540
4503,1,460
4503,2,460
4503,3,460
4503,4,460
4504,1,92
4504,2,92
4505,1,508
4506,1,314
4506,2,2
4506,3,148
4507,1,148
4508,1,81
4508,2,201
4509,1,81
4510,1,516
4511,1,12
4512,1,532
4513,1,81
4514,1,532
4515,1,532
4516,1,85
4517,1,265
4517,2,494
4517,3,265
4517,4,408
4517,5,137
4518,1,53
4519,1,377
4520,1,127
4520,1,54
4521,1,127
4521,1,54
4522,1,127
4523,1,162
4524,1,127
4525,1,171
4526,1,127
4526,2,19
4526,3,127
4526,3,19
4526,4,19
4526,5,127
4527,1,82
4528,1,19
4528,2,127
4528,3,127
4528,4,19
4529,1,225
4529,2,127
4529,3,127
4529,4,127
4530,1,225
4531,1,127
4532,1,17
4533,1,172
4533,2,172
4534,1,253
4535,1,127
4535,2,127
4536,1,253
4537,1,97
4538,1,7
4538,2,7
4538,3,7
4538,4,253
4538,5,253
4538,6,494
4538,7,253
4539,1,17
4540,1,253
4540,2,253
4541,1,127
4541,2,19
4541,3,19
4542,1,127
4543,1,198
4544,1,148
4545,1,148
4546,1,234
4547,1,419
4547,1,395
4547,1,192
4547,2,425
4547,2,8
4548,1,124
4549,1,85
4550,1,136
4551,1,31
4551,2,47
4551,2,48
4552,1,545
4553,1,228
4554,1,52
4555,1,347
4556,1,450
4557,1,314
4557,1,2
4558,1,8
4559,1,395
4559,1,192
4559,1,419
4560,1,114
4560,1,61
4560,2,450
4561,1,450
4562,1,2
4563,1,2
4564,1,538
4565,1,37
4566,1,47
4566,1,48
4567,1,532
4568,1,148
4569,1,2
4570,1,171
4571,1,2
4571,1,259
4571,1,425
4571,1,8
4572,1,5
4573,1,422
4573,1,432
4573,1,38
4573,1,423
4574,1,120
4575,1,425
4575,1,8
4576,1,449
4577,1,532
4578,1,45
4579,1,218
4580,1,85
4581,1,85
4582,1,97
4583,1,2
4584,1,126
4585,1,42
4586,1,265
4587,1,187
4588,1,334
4589,1,434
4590,1,97
4591,1,425
4591,1,192
4591,1,419
4591,1,395
4591,2,8
4592,1,538
4592,1,324
4593,1,42
4594,1,154
4595,1,42
4596,1,189
4597,1,143
4598,1,331
4599,1,532
4600,1,538
4601,1,116
4602,1,446
4603,1,320
4604,1,54
4604,1,402
4604,1,406
4604,1,427
4604,1,348
4605,1,434
4606,1,67
4607,1,546
4608,1,546
4609,1,347
4610,1,19
4611,1,92
4612,1,109
4613,1,532
4614,1,8
4615,1,60
4616,1,532
4617,1,228
4618,1,255
4619,1,538
4620,1,104
4621,1,6
4621,1,478
4622,1,532
4623,1,256
4624,1,101
4625,1,172
4626,1,532
4627,1,47
4627,1,48
4628,1,267
4629,1,349
4630,1,239
4631,1,2
4631,1,438
4631,1,8
4631,1,252
4631,1,88
4631,1,450
4631,1,28
4632,1,165
4633,1,165
4634,1,2
4634,1,2
4634,2,2
4634,3,2
4635,1,41
4636,1,174
4637,1,446
4638,1,513
4639,1,91
4640,1,124
4641,1,37
4642,1,105
4643,1,41
4644,1,135
4644,2,134
4645,1,250
4645,1,28
4645,1,438
4645,1,88
4645,1,2
4646,1,144
4646,2,166
4647,1,59
4648,1,224
4649,1,29
4650,1,2
4651,1,140
4652,1,130
4652,1,236
4652,1,237
4653,1,130
4653,1,237
4653,1,236
4654,1,236
4654,1,237
4655,1,44
4655,2,92
4656,1,141
4657,1,67
4657,2,244
4658,1,2
4659,1,446
4660,1,41
4661,1,2
4662,1,446
4663,1,39
4664,1,182
4665,1,246
4665,1,252
4665,1,245
4665,1,546
4665,1,547
4665,2,252
4665,2,246
4666,1,182
4667,1,499
4668,1,131
4668,1,237
4669,1,395
4670,1,42
4671,1,27
4672,1,42
4673,1,5
4674,1,47
4674,1,48
4675,1,538
4676,1,72
4676,2,60
4677,1,4
4678,1,145
4679,1,200
4680,1,5
4681,1,5
4682,1,203
4683,1,97
4684,1,128
4684,1,237
4685,1,162
4685,1,310
4686,1,225
4687,1,245
4687,1,246
4688,1,30
4689,1,203
4690,1,419
4691,1,232
4692,1,472
4693,1,62
4694,1,317
4695,1,202
4695,2,312
4695,3,229
4695,3,419
4695,4,419
4695,5,528
4696,1,26
4696,2,55
4696,2,333
4696,2,419
4696,3,55
4696,4,539
4696,5,56
4696,6,209
4696,7,187
4697,1,189
4697,2,248
4697,2,56
4697,2,447
4698,1,539
4699,1,539
4699,2,145
4700,1,140
4701,1,144
4702,1,129
4703,1,23
4703,1,237
4704,1,92
4705,1,200
4705,2,26
4705,3,530
4706,1,128
4707,1,23
4707,2,300
4707,3,64
4707,4,144
4708,1,107
4708,2,142
4708,3,142
4708,4,59
4709,1,142
4710,1,380
4711,1,30
4712,1,259
4712,2,161
4712,3,201
4712,4,234
4712,5,88
4712,5,250
4712,5,28
4712,5,161
4712,6,397
4712,7,344
4712,8,332
4713,1,185
4713,1,186
4714,1,76
4714,1,26
4714,1,17
4714,1,293
4714,1,76
4714,2,32
4714,3,415
4714,4,449
4714,5,26
4715,1,161
4716,1,353
4716,1,353
4716,2,352
4716,2,364
4717,1,528
4718,1,113
4718,2,223
4718,3,310
4718,4,322
4718,5,322
4718,6,322
4718,7,113
4718,8,187
4718,9,144
4718,10,143
4718,11,143
4718,11,174
4718,11,101
4718,11,174
4718,11,101
4719,1,528
4720,1,321
4720,1,380
4720,2,380
4720,2,321
4721,1,116
4722,1,200
4723,1,455
4724,1,62
4725,1,377
4726,1,8
4726,1,425
4727,1,8
4727,2,425
4728,1,437
4729,1,197
4730,1,30
4731,1,197
4731,2,193
4731,2,292
4731,3,322
4731,4,322
4732,1,179
4732,2,446
4732,3,446
4732,4,322
4732,5,322
4732,6,197
4733,1,494
4734,1,460
4735,1,42
4736,1,154
4737,1,101
4738,1,217
4739,1,20
4740,1,182
4741,1,231
4742,1,41
4743,1,298
4744,1,241
4745,1,37
4746,1,234
4747,1,4
4747,2,4
4748,1,37
4749,1,5
4750,1,30
4751,1,435
4752,1,42
4753,1,293
4753,1,76
4754,1,418
4755,1,488
4756,1,52
4757,1,236
4758,1,271
4759,1,343
4760,1,156
4761,1,481
4762,1,60
4763,1,103
4764,1,147
4765,1,104
4766,1,37
4767,1,234
4767,1,317
4767,2,298
4767,3,541
4767,4,167
4767,5,192
4767,6,317
4767,6,317
4767,6,317
4767,7,548
4767,8,201
4767,9,317
4767,10,92
4768,1,538
4769,1,201
4770,1,314
4770,1,425
4770,1,2
4770,1,8
4771,1,539
4772,1,160
4772,1,100
4772,1,145
4772,2,160
4772,2,152
4772,3,215
4773,1,92
4773,2,440
4774,1,6
4775,1,42
4776,1,193
4777,1,287
4778,1,440
4778,2,287
4778,3,158
4779,1,368
4779,2,166
4779,3,20
4779,4,101
4779,4,59
4779,4,101
4779,5,40
4779,6,67
4779,7,131
4779,8,131
4779,9,131
4779,10,235
4779,11,178
4779,12,141
4780,1,241
4780,1,242
4780,1,243
4780,1,240
4781,1,549
4782,1,20
4783,1,191
4784,1,29
4785,1,427
4786,1,332
4786,2,198
4786,3,37
4787,1,481
4788,1,219
4788,1,219
4789,1,171
4789,2,229
4790,1,348
4791,1,548
4792,1,41
4793,1,137
4794,1,68
4794,2,70
4794,3,70
4795,1,46
4795,1,111
4796,1,70
4796,1,137
4796,2,137
4797,1,137
4797,2,225
4797,3,538
4798,1,196
4799,1,8
4799,2,234
4800,1,234
4800,2,201
4800,3,317
4800,4,51
4800,5,50
4801,1,243
4801,2,243
4801,3,526
4802,1,204
4803,1,41
4804,1,126
4805,1,141
4805,2,444
4805,2,174
4805,2,144
4806,1,347
4807,1,117
4808,1,489
4809,1,157
4810,1,42
4811,1,219
4812,1,41
4813,1,42
4814,1,62
4815,1,526
4816,1,367
4817,1,441
4817,2,20
4818,1,37
4819,1,538
4820,1,203
4821,1,37
4822,1,446
4822,2,46
4823,1,216
4824,1,42
4825,1,164
4826,1,11
4827,1,397
4828,1,212
4829,1,128
4830,1,40
4831,1,429
4832,1,179
4832,2,179
4833,1,92
4834,1,361
4834,1,19
4834,2,19
4835,1,145
4836,1,419
4837,1,42
4838,1,459
4839,1,111
4840,1,538
4840,1,541
4841,1,2
4842,1,278
4843,1,316
4844,1,81
4844,2,128
4845,1,45
4845,2,322
4845,3,322
4845,4,322
4846,1,181
4847,1,8
4848,1,42
4849,1,8
4850,1,42
4851,1,258
4852,1,192
4853,1,438
4854,1,126
4855,1,496
4856,1,450
4857,1,548
4858,1,63
4859,1,101
4860,1,2
4861,1,41
4862,1,49
4863,1,272
4864,1,333
4865,1,332
4866,1,26
4866,2,27
4866,2,272
4867,1,550
4868,1,8
4869,1,455
4870,1,164
4871,1,41
4872,1,280
4873,1,37
4874,1,26
